7	[[36, 10, 11]]
22	[[10, 0, 8]]
10	[[3, 0, 30]]
4	[[45, 100, 49]]
20	[[1048576, 1048576, 1048576]]
9	[[8, 100, 6]]
18	[[1048576, 1048576, 1048576]]
17	[[1048576, 1048576, 1048576]]
12	[[1048576, 1048576, 1048576]]
8	[[46, 10, 17]]
24	[[35, 100, 30]]
1	[[40, 0, 19]]
21	[[17, 0, 23]]
28	[[20, 100, 24]]
23	[[17, 10, 30]]
14	[[1048576, 1048576, 1048576]]
6	[[19, 100, 29]]
11	[[1048576, 1048576, 1048576]]
2	[[25, 0, 29]]
15	[[1048576, 1048576, 1048576]]
19	[[1048576, 1048576, 1048576]]
5	[[12, 0, 38]]
25	[[33, 10, 14]]
27	[[7, 10, 3]]
26	[[34, 0, 27]]
16	[[1048576, 1048576, 1048576]]
3	[[25, 100, 7]]
29	[[6, 0, 41]]
30	[[0, 10, 47]]
13	[[1048576, 1048576, 1048576]]
