7	[[16, 10, 44]]
22	[[24, 10, 15]]
4	[[18, 100, 19]]
3	[[1, 10, 34]]
18	[[1048576, 1048576, 1048576]]
17	[[1048576, 1048576, 1048576]]
12	[[1048576, 1048576, 1048576]]
8	[[38, 10, 36]]
16	[[1048576, 1048576, 1048576]]
1	[[27, 0, 13]]
21	[[29, 0, 48]]
28	[[36, 100, 31]]
6	[[15, 100, 31]]
23	[[7, 100, 27]]
14	[[1048576, 1048576, 1048576]]
24	[[17, 10, 31]]
11	[[1048576, 1048576, 1048576]]
2	[[42, 100, 24]]
15	[[1048576, 1048576, 1048576]]
19	[[1048576, 1048576, 1048576]]
5	[[50, 0, 28]]
25	[[43, 0, 29]]
26	[[36, 10, 26]]
9	[[18, 0, 39]]
29	[[32, 100, 23]]
27	[[36, 100, 25]]
13	[[1048576, 1048576, 1048576]]
