7	[[49, 1, 29, 1, 12, 100, 41]]
22	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
10	[[32, 49, 50, 25, 22, 10, 18]]
4	[[1, 44, 25, 28, 3, 100, 42]]
24	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
20	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
5	[[36, 37, 2, 9, 16, 0, 18]]
36	[[31, 50, 19, 44, 11, 10, 25]]
17	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
33	[[13, 14, 35, 29, 38, 0, 7]]
8	[[47, 29, 0, 26, 34, 100, 5]]
16	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
1	[[1, 13, 13, 43, 13, 100, 34]]
21	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
23	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
32	[[0, 37, 25, 20, 44, 0, 37]]
35	[[0, 29, 14, 7, 24, 0, 11]]
6	[[13, 13, 21, 39, 13, 10, 31]]
2	[[41, 25, 4, 21, 25, 10, 14]]
15	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
37	[[47, 8, 13, 17, 6, 100, 50]]
3	[[46, 4, 14, 2, 23, 10, 9]]
31	[[25, 21, 25, 46, 0, 100, 20]]
19	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
38	[[42, 50, 43, 3, 18, 100, 23]]
9	[[19, 20, 36, 14, 20, 100, 37]]
18	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
34	[[30, 8, 3, 31, 41, 100, 16]]
29	[[36, 36, 35, 36, 43, 0, 3]]
30	[[48, 28, 7, 45, 10, 10, 32]]
