7	[[34, 10, 41]]
5	[[33, 100, 6]]
22	[[16, 100, 25]]
10	[[49, 100, 22]]
4	[[21, 0, 5]]
20	[[49, 100, 18]]
9	[[24, 10, 43]]
18	[[13, 10, 49]]
17	[[12, 100, 29]]
12	[[25, 0, 50]]
8	[[33, 0, 37]]
16	[[0, 10, 3]]
1	[[29, 100, 12]]
21	[[1, 100, 34]]
28	[[11, 10, 35]]
23	[[22, 0, 37]]
14	[[0, 10, 2]]
24	[[30, 0, 6]]
11	[[27, 10, 22]]
2	[[3, 10, 22]]
15	[[33, 0, 17]]
3	[[7, 10, 31]]
25	[[19, 10, 17]]
27	[[43, 10, 28]]
26	[[24, 0, 8]]
19	[[13, 100, 31]]
6	[[4, 0, 3]]
13	[[35, 10, 39]]
