41	[[8, 100, 9]]
12	[[38, 0, 34]]
10	[[43, 10, 34]]
20	[[1048576, 1048576, 1048576]]
9	[[46, 10, 17]]
34	[[1048576, 1048576, 1048576]]
17	[[18, 100, 37]]
22	[[1048576, 1048576, 1048576]]
25	[[1048576, 1048576, 1048576]]
53	[[14, 0, 1]]
16	[[40, 0, 19]]
28	[[1048576, 1048576, 1048576]]
42	[[0, 10, 13]]
23	[[1048576, 1048576, 1048576]]
32	[[1048576, 1048576, 1048576]]
46	[[6, 100, 26]]
52	[[49, 0, 44]]
35	[[1048576, 1048576, 1048576]]
6	[[42, 0, 23]]
3	[[14, 100, 45]]
43	[[47, 0, 49]]
38	[[9, 100, 46]]
40	[[29, 0, 5]]
47	[[24, 10, 46]]
19	[[1048576, 1048576, 1048576]]
27	[[1048576, 1048576, 1048576]]
50	[[22, 0, 14]]
7	[[8, 0, 12]]
4	[[46, 0, 35]]
45	[[18, 10, 30]]
33	[[1048576, 1048576, 1048576]]
8	[[48, 10, 45]]
29	[[1048576, 1048576, 1048576]]
1	[[14, 100, 3]]
21	[[1048576, 1048576, 1048576]]
51	[[20, 10, 9]]
48	[[15, 10, 50]]
14	[[26, 0, 32]]
24	[[1048576, 1048576, 1048576]]
49	[[28, 0, 43]]
11	[[32, 100, 9]]
2	[[46, 10, 3]]
15	[[35, 100, 32]]
37	[[15, 100, 46]]
5	[[11, 0, 41]]
31	[[1048576, 1048576, 1048576]]
26	[[1048576, 1048576, 1048576]]
13	[[43, 10, 34]]
44	[[37, 0, 50]]
30	[[1048576, 1048576, 1048576]]
39	[[45, 10, 36]]
