7	[[38, 10, 35]]
41	[[29, 10, 48]]
12	[[16, 100, 19]]
40	[[17, 100, 1]]
4	[[15, 10, 2]]
20	[[1048576, 1048576, 1048576]]
9	[[13, 10, 11]]
26	[[1048576, 1048576, 1048576]]
22	[[1048576, 1048576, 1048576]]
45	[[10, 0, 10]]
25	[[1048576, 1048576, 1048576]]
5	[[27, 0, 42]]
10	[[18, 10, 44]]
1	[[38, 0, 6]]
28	[[1048576, 1048576, 1048576]]
42	[[20, 0, 49]]
23	[[1048576, 1048576, 1048576]]
48	[[6, 0, 18]]
24	[[1048576, 1048576, 1048576]]
46	[[13, 100, 4]]
6	[[0, 10, 27]]
11	[[49, 0, 18]]
21	[[1048576, 1048576, 1048576]]
2	[[42, 100, 27]]
37	[[39, 0, 19]]
3	[[4, 10, 26]]
43	[[35, 100, 15]]
8	[[36, 100, 18]]
30	[[1048576, 1048576, 1048576]]
38	[[5, 10, 39]]
47	[[38, 100, 31]]
29	[[1048576, 1048576, 1048576]]
44	[[46, 10, 9]]
19	[[1048576, 1048576, 1048576]]
27	[[1048576, 1048576, 1048576]]
39	[[44, 100, 46]]
