7	[[39, 100, 18]]
22	[[11, 100, 14]]
10	[[7, 10, 16]]
4	[[31, 100, 42]]
20	[[7, 10, 27]]
9	[[8, 0, 50]]
18	[[23, 10, 7]]
17	[[22, 0, 25]]
12	[[28, 0, 35]]
8	[[28, 100, 30]]
16	[[7, 100, 0]]
1	[[39, 10, 32]]
21	[[19, 100, 6]]
28	[[40, 10, 3]]
6	[[50, 10, 22]]
23	[[30, 100, 10]]
14	[[12, 10, 6]]
24	[[45, 100, 24]]
11	[[6, 10, 47]]
2	[[41, 10, 0]]
15	[[50, 100, 17]]
5	[[26, 0, 34]]
25	[[14, 0, 48]]
30	[[9, 100, 43]]
26	[[33, 100, 16]]
29	[[30, 10, 38]]
3	[[13, 0, 44]]
19	[[3, 10, 22]]
27	[[1, 100, 14]]
13	[[39, 10, 30]]
