7	[[0, 12, 40, 30, 40, 0, 44]]
14	[[44, 8, 1, 41, 47, 100, 21]]
12	[[3, 28, 47, 23, 41, 100, 42]]
6	[[34, 18, 1, 41, 15, 0, 43]]
4	[[41, 25, 39, 32, 23, 0, 7]]
11	[[30, 37, 2, 10, 33, 100, 28]]
9	[[40, 18, 31, 12, 17, 0, 16]]
15	[[24, 11, 5, 44, 16, 10, 47]]
17	[[10, 27, 38, 0, 21, 10, 49]]
3	[[5, 7, 31, 3, 12, 100, 2]]
8	[[48, 28, 21, 37, 24, 0, 35]]
16	[[15, 11, 29, 29, 38, 10, 11]]
1	[[25, 18, 31, 0, 12, 10, 48]]
2	[[16, 28, 36, 36, 0, 10, 35]]
10	[[12, 0, 39, 39, 49, 0, 2]]
5	[[47, 7, 15, 50, 26, 100, 37]]
13	[[23, 49, 5, 6, 19, 100, 41]]
