7	[[33, 0, 23]]
22	[[42, 0, 12]]
10	[[40, 10, 3]]
4	[[3, 100, 20]]
20	[[1048576, 1048576, 1048576]]
9	[[30, 0, 19]]
18	[[1048576, 1048576, 1048576]]
17	[[1048576, 1048576, 1048576]]
12	[[1048576, 1048576, 1048576]]
8	[[40, 0, 25]]
24	[[30, 10, 30]]
1	[[1, 100, 0]]
21	[[19, 0, 35]]
28	[[18, 10, 47]]
23	[[34, 0, 14]]
14	[[1048576, 1048576, 1048576]]
6	[[22, 10, 13]]
11	[[1048576, 1048576, 1048576]]
2	[[30, 0, 49]]
15	[[1048576, 1048576, 1048576]]
19	[[1048576, 1048576, 1048576]]
5	[[17, 10, 22]]
25	[[27, 10, 3]]
30	[[12, 10, 26]]
26	[[17, 0, 20]]
16	[[1048576, 1048576, 1048576]]
3	[[48, 0, 36]]
29	[[50, 100, 31]]
27	[[29, 0, 48]]
13	[[1048576, 1048576, 1048576]]
