7	[[10, 18, 0, 18, 37, 0, 49]]
4	[[27, 4, 3, 29, 9, 10, 11]]
20	[[2, 18, 32, 42, 9, 0, 7]]
19	[[48, 5, 13, 43, 11, 100, 36]]
23	[[34, 42, 13, 36, 29, 0, 40]]
2	[[10, 1, 7, 33, 42, 100, 0]]
21	[[43, 35, 11, 43, 12, 10, 15]]
24	[[33, 31, 11, 4, 46, 100, 30]]
13	[[18, 50, 5, 35, 27, 10, 29]]
8	[[7, 50, 30, 29, 32, 10, 21]]
15	[[3, 28, 8, 13, 47, 10, 2]]
9	[[39, 37, 48, 50, 47, 0, 8]]
12	[[40, 13, 39, 41, 18, 0, 30]]
16	[[2, 46, 29, 19, 42, 100, 50]]
5	[[24, 29, 39, 1, 38, 10, 13]]
10	[[27, 36, 37, 28, 40, 10, 31]]
22	[[0, 21, 27, 29, 19, 10, 32]]
14	[[0, 46, 16, 6, 13, 0, 29]]
3	[[11, 48, 27, 6, 41, 100, 29]]
6	[[41, 42, 24, 32, 39, 0, 34]]
18	[[14, 17, 29, 47, 12, 10, 4]]
11	[[12, 11, 3, 17, 8, 100, 8]]
17	[[45, 36, 35, 33, 37, 10, 1]]
1	[[31, 9, 10, 19, 25, 100, 24]]
