41	[[12, 22, 3, 13, 36, 10, 43]]
12	[[11, 20, 1, 49, 48, 10, 13]]
10	[[2, 8, 43, 43, 12, 0, 43]]
20	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
9	[[31, 30, 2, 41, 45, 0, 31]]
34	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
17	[[37, 42, 47, 3, 29, 0, 5]]
22	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
25	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
53	[[22, 33, 21, 8, 46, 10, 42]]
16	[[34, 44, 47, 4, 18, 100, 12]]
28	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
42	[[16, 47, 38, 23, 3, 100, 9]]
23	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
32	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
46	[[2, 50, 0, 23, 31, 0, 17]]
52	[[8, 28, 50, 45, 33, 100, 0]]
35	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
6	[[49, 49, 0, 50, 21, 10, 35]]
3	[[41, 19, 21, 17, 15, 0, 5]]
43	[[29, 44, 0, 35, 8, 10, 20]]
38	[[6, 38, 11, 19, 13, 100, 47]]
40	[[45, 14, 27, 50, 36, 0, 7]]
47	[[1, 38, 49, 30, 46, 100, 18]]
19	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
27	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
50	[[13, 48, 47, 41, 16, 0, 8]]
7	[[41, 48, 35, 5, 9, 100, 30]]
4	[[0, 35, 16, 18, 22, 100, 4]]
45	[[7, 37, 16, 40, 37, 10, 7]]
33	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
8	[[14, 39, 31, 32, 30, 100, 49]]
29	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
1	[[9, 34, 9, 11, 29, 100, 20]]
21	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
51	[[48, 2, 33, 26, 21, 0, 9]]
48	[[22, 34, 15, 19, 46, 0, 35]]
14	[[14, 10, 7, 40, 10, 10, 0]]
24	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
49	[[1, 5, 49, 1, 8, 0, 28]]
11	[[10, 46, 14, 29, 15, 10, 19]]
2	[[12, 49, 33, 48, 50, 100, 50]]
15	[[7, 30, 43, 50, 1, 100, 1]]
37	[[30, 48, 15, 48, 48, 0, 13]]
5	[[47, 40, 10, 11, 0, 100, 3]]
31	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
26	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
13	[[32, 3, 31, 27, 32, 100, 12]]
44	[[9, 12, 11, 31, 42, 100, 30]]
30	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
39	[[44, 15, 48, 31, 23, 100, 37]]
