7	[[11, 10, 46]]
22	[[18, 100, 32]]
4	[[0, 0, 39]]
3	[[29, 100, 29]]
18	[[1048576, 1048576, 1048576]]
17	[[1048576, 1048576, 1048576]]
12	[[1048576, 1048576, 1048576]]
8	[[46, 100, 41]]
24	[[5, 10, 12]]
1	[[2, 10, 32]]
21	[[40, 100, 48]]
28	[[23, 100, 30]]
23	[[10, 10, 18]]
14	[[1048576, 1048576, 1048576]]
6	[[1, 10, 27]]
11	[[1048576, 1048576, 1048576]]
2	[[18, 100, 27]]
15	[[1048576, 1048576, 1048576]]
5	[[11, 0, 6]]
25	[[42, 10, 42]]
26	[[14, 0, 22]]
16	[[1048576, 1048576, 1048576]]
27	[[1, 0, 48]]
13	[[1048576, 1048576, 1048576]]
