41	[[13, 10, 16]]
12	[[38, 100, 37]]
10	[[10, 10, 35]]
20	[[1048576, 1048576, 1048576]]
34	[[1048576, 1048576, 1048576]]
18	[[1, 10, 2]]
17	[[40, 10, 44]]
22	[[1048576, 1048576, 1048576]]
31	[[1048576, 1048576, 1048576]]
53	[[13, 0, 20]]
16	[[15, 100, 11]]
28	[[1048576, 1048576, 1048576]]
42	[[20, 0, 22]]
23	[[1048576, 1048576, 1048576]]
32	[[1048576, 1048576, 1048576]]
46	[[11, 100, 17]]
52	[[15, 100, 43]]
35	[[1048576, 1048576, 1048576]]
6	[[21, 0, 48]]
3	[[48, 100, 39]]
43	[[31, 0, 45]]
38	[[2, 0, 22]]
40	[[39, 0, 48]]
50	[[10, 0, 50]]
9	[[42, 10, 15]]
36	[[1048576, 1048576, 1048576]]
19	[[1048576, 1048576, 1048576]]
27	[[1048576, 1048576, 1048576]]
47	[[13, 10, 38]]
7	[[13, 10, 48]]
4	[[28, 100, 22]]
45	[[6, 0, 10]]
33	[[1048576, 1048576, 1048576]]
8	[[42, 10, 30]]
29	[[1048576, 1048576, 1048576]]
1	[[38, 100, 10]]
21	[[1048576, 1048576, 1048576]]
51	[[47, 100, 1]]
48	[[28, 10, 35]]
14	[[16, 0, 34]]
24	[[1048576, 1048576, 1048576]]
49	[[30, 100, 49]]
11	[[26, 10, 34]]
2	[[29, 10, 25]]
15	[[26, 10, 32]]
37	[[15, 10, 27]]
5	[[2, 10, 16]]
25	[[1048576, 1048576, 1048576]]
26	[[1048576, 1048576, 1048576]]
54	[[2, 100, 3]]
13	[[3, 10, 19]]
44	[[11, 0, 14]]
30	[[1048576, 1048576, 1048576]]
39	[[18, 10, 37]]
