41	[[34, 100, 11]]
12	[[27, 0, 4]]
10	[[43, 100, 26]]
20	[[1048576, 1048576, 1048576]]
9	[[1, 10, 22]]
22	[[1048576, 1048576, 1048576]]
25	[[1048576, 1048576, 1048576]]
28	[[1048576, 1048576, 1048576]]
42	[[39, 100, 11]]
23	[[1048576, 1048576, 1048576]]
32	[[1048576, 1048576, 1048576]]
46	[[7, 0, 2]]
6	[[46, 100, 17]]
3	[[33, 100, 1]]
43	[[41, 10, 30]]
38	[[14, 10, 25]]
40	[[24, 0, 37]]
47	[[15, 100, 10]]
19	[[1048576, 1048576, 1048576]]
27	[[1048576, 1048576, 1048576]]
50	[[13, 100, 47]]
7	[[35, 0, 3]]
4	[[47, 100, 27]]
45	[[27, 100, 18]]
33	[[1048576, 1048576, 1048576]]
8	[[11, 100, 21]]
29	[[1048576, 1048576, 1048576]]
1	[[19, 10, 27]]
21	[[1048576, 1048576, 1048576]]
51	[[50, 0, 32]]
48	[[22, 10, 50]]
14	[[2, 0, 9]]
24	[[1048576, 1048576, 1048576]]
49	[[48, 0, 0]]
11	[[0, 10, 42]]
2	[[20, 100, 36]]
15	[[37, 0, 42]]
37	[[25, 0, 12]]
5	[[17, 0, 35]]
31	[[1048576, 1048576, 1048576]]
26	[[1048576, 1048576, 1048576]]
39	[[47, 10, 47]]
44	[[2, 10, 28]]
30	[[1048576, 1048576, 1048576]]
13	[[34, 100, 2]]
