7	[[33, 27, 7, 15, 48, 10, 21]]
5	[[0, 27, 40, 12, 34, 0, 14]]
12	[[7, 49, 17, 44, 46, 100, 47]]
10	[[22, 18, 22, 42, 27, 100, 34]]
4	[[5, 49, 3, 39, 27, 100, 8]]
11	[[19, 24, 3, 28, 33, 100, 37]]
9	[[5, 17, 21, 35, 47, 100, 41]]
15	[[39, 19, 46, 1, 3, 10, 48]]
17	[[4, 31, 40, 28, 24, 100, 9]]
3	[[46, 45, 50, 44, 44, 100, 10]]
8	[[15, 15, 14, 11, 25, 100, 38]]
16	[[15, 17, 43, 26, 25, 10, 3]]
1	[[18, 42, 22, 24, 32, 0, 28]]
2	[[48, 20, 49, 9, 27, 0, 11]]
6	[[1, 13, 8, 29, 2, 0, 28]]
18	[[50, 48, 35, 10, 3, 10, 37]]
13	[[44, 36, 44, 43, 13, 10, 29]]
14	[[1, 12, 47, 36, 34, 10, 47]]
