7	[[38, 39, 45, 19, 45, 10, 1]]
22	[[33, 29, 7, 24, 27, 10, 25]]
10	[[45, 23, 7, 9, 38, 100, 33]]
4	[[44, 14, 11, 2, 13, 100, 13]]
20	[[5, 18, 9, 46, 6, 100, 19]]
9	[[50, 42, 28, 27, 38, 10, 25]]
18	[[24, 18, 45, 15, 49, 0, 45]]
17	[[36, 34, 27, 21, 46, 10, 20]]
12	[[19, 24, 28, 2, 28, 0, 9]]
8	[[32, 36, 6, 44, 17, 10, 39]]
16	[[16, 4, 44, 19, 45, 10, 22]]
1	[[25, 15, 42, 38, 1, 10, 16]]
21	[[7, 22, 19, 30, 3, 10, 25]]
14	[[46, 36, 46, 50, 0, 100, 46]]
6	[[19, 9, 25, 39, 50, 0, 43]]
11	[[9, 5, 40, 12, 8, 0, 3]]
2	[[38, 3, 46, 38, 1, 10, 49]]
15	[[44, 36, 45, 31, 30, 10, 24]]
5	[[40, 42, 42, 45, 35, 100, 9]]
3	[[26, 15, 42, 10, 9, 10, 20]]
19	[[31, 16, 1, 31, 8, 100, 13]]
13	[[9, 16, 17, 47, 45, 0, 26]]
