7	[[15, 47, 12, 9, 10, 10, 42]]
41	[[41, 16, 31, 1, 46, 10, 18]]
12	[[46, 50, 33, 28, 29, 10, 47]]
40	[[41, 11, 36, 47, 15, 0, 25]]
4	[[4, 23, 10, 37, 5, 10, 39]]
20	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
9	[[21, 17, 50, 24, 35, 0, 47]]
26	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
22	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
45	[[33, 37, 14, 0, 18, 0, 6]]
25	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
5	[[32, 9, 44, 20, 2, 100, 2]]
10	[[23, 18, 40, 46, 6, 100, 32]]
1	[[46, 21, 10, 8, 41, 10, 27]]
28	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
42	[[27, 17, 6, 12, 44, 100, 39]]
23	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
48	[[39, 7, 30, 17, 40, 10, 33]]
24	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
46	[[33, 29, 5, 33, 33, 10, 28]]
6	[[49, 4, 24, 38, 45, 100, 18]]
11	[[32, 36, 42, 33, 14, 100, 26]]
21	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
2	[[7, 27, 49, 11, 42, 0, 39]]
37	[[0, 7, 2, 30, 18, 100, 47]]
3	[[6, 33, 16, 13, 30, 100, 35]]
43	[[6, 32, 2, 3, 48, 10, 48]]
8	[[11, 30, 50, 24, 34, 100, 35]]
30	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
38	[[18, 14, 8, 26, 24, 100, 30]]
47	[[7, 28, 17, 28, 38, 0, 25]]
29	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
44	[[23, 27, 32, 0, 32, 100, 25]]
19	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
27	[[1048576, 1048576, 1048576, 1048576, 1048576, 1048576, 1048576]]
39	[[15, 39, 50, 36, 48, 0, 47]]
