7	[[40, 20, 37, 13, 3, 100, 9]]
22	[[22, 14, 30, 16, 44, 10, 5]]
10	[[17, 25, 48, 42, 42, 0, 34]]
4	[[1, 14, 2, 38, 15, 100, 31]]
20	[[45, 35, 33, 44, 7, 100, 13]]
9	[[3, 17, 12, 16, 31, 0, 22]]
18	[[50, 44, 23, 2, 16, 10, 19]]
17	[[13, 20, 20, 11, 48, 0, 26]]
12	[[11, 50, 0, 20, 8, 0, 19]]
8	[[6, 30, 3, 37, 5, 10, 17]]
16	[[43, 6, 21, 0, 50, 100, 11]]
1	[[22, 11, 31, 26, 38, 100, 28]]
21	[[11, 21, 47, 18, 21, 0, 21]]
28	[[9, 1, 44, 10, 21, 100, 31]]
6	[[3, 0, 16, 20, 47, 0, 5]]
23	[[24, 49, 31, 6, 49, 10, 49]]
14	[[7, 44, 7, 4, 16, 0, 7]]
24	[[22, 17, 31, 14, 2, 0, 43]]
11	[[4, 26, 28, 3, 37, 100, 13]]
2	[[4, 13, 2, 18, 12, 100, 1]]
15	[[46, 29, 15, 20, 1, 100, 3]]
5	[[4, 7, 41, 21, 10, 0, 18]]
25	[[6, 43, 44, 32, 15, 10, 45]]
30	[[28, 44, 42, 36, 25, 0, 10]]
26	[[43, 13, 22, 17, 48, 0, 2]]
29	[[27, 38, 31, 30, 49, 0, 4]]
3	[[14, 39, 0, 48, 39, 0, 23]]
19	[[26, 42, 8, 16, 47, 0, 50]]
27	[[6, 23, 30, 9, 36, 0, 27]]
13	[[29, 13, 38, 26, 50, 100, 0]]
