7	[[30, 24, 43, 38, 16, 10, 45]]
5	[[30, 34, 5, 13, 48, 10, 50]]
22	[[1, 29, 25, 18, 25, 10, 12]]
10	[[40, 35, 46, 44, 18, 100, 38]]
4	[[23, 49, 42, 11, 2, 100, 45]]
20	[[2, 26, 39, 2, 29, 100, 36]]
9	[[30, 21, 41, 11, 21, 100, 41]]
18	[[41, 21, 49, 27, 43, 100, 10]]
17	[[9, 20, 35, 21, 34, 0, 18]]
12	[[4, 25, 27, 8, 22, 100, 12]]
8	[[36, 21, 36, 5, 41, 10, 39]]
16	[[27, 17, 36, 23, 39, 0, 25]]
1	[[16, 27, 7, 0, 28, 100, 42]]
21	[[19, 48, 44, 31, 36, 10, 14]]
23	[[45, 46, 30, 25, 37, 0, 34]]
24	[[11, 41, 23, 39, 44, 100, 49]]
14	[[37, 3, 19, 10, 50, 10, 15]]
6	[[8, 21, 32, 7, 46, 10, 14]]
11	[[10, 32, 41, 46, 0, 0, 14]]
2	[[23, 30, 41, 28, 47, 10, 37]]
15	[[28, 43, 42, 40, 8, 0, 20]]
3	[[37, 33, 19, 6, 41, 100, 6]]
19	[[8, 26, 27, 4, 2, 10, 3]]
13	[[23, 39, 35, 1, 11, 100, 17]]
